id,ts,originator_id,receiver_id,amount,originator_name,receiver_name,originator_state,receiver_state,account_age_days,payment_type,sec_code,channel,is_fraud
95468ef9-268f-4c02-b9c4-58448c4786c2,2026-07-17T19:39:18.584976+00:00,ORIG-10074,RCVR-88504,310.17,Harbor Manufacturing,Maple Consulting,OH,OH,3598,Tax payment,PPD,Online banking,0
2b509ab2-bea5-4a6a-9f95-1974b48b2bbc,2026-07-07T14:49:18.584976+00:00,ORIG-26828,RCVR-96474,355.86,Summit Health,Brightline Supply,OH,FL,2210,Vendor payment,WEB,Online banking,0
f0c8a88d-26f4-490f-9300-7766f08a858b,2026-06-22T16:48:18.584976+00:00,ORIG-25860,RCVR-42493,243.22,Pine Valley Foods,Avery Johnson,OH,NY,944,Tax payment,PPD,Online banking,0
d52a2fe7-8d67-4886-be67-baf55f3e3039,2026-06-24T09:49:18.584976+00:00,ORIG-53309,RCVR-19287,532.03,Pine Valley Foods,Cedar Utilities,CO,CA,543,Tax payment,WEB,API,0
c8cf2f27-508a-4c5a-98ad-7e7e61697888,2026-07-08T19:15:18.584976+00:00,ORIG-22704,RCVR-96374,335.46,Summit Health,Cedar Utilities,GA,CO,2988,Payroll,WEB,API,0
62e28f03-704a-408d-a7a1-28d57af91865,2026-06-23T00:52:18.584976+00:00,ORIG-54473,RCVR-24322,195.8,Pine Valley Foods,Brightline Supply,NC,WA,1730,Vendor payment,CCD,API,0
5bcc5b98-b893-4ebd-9042-bd16e6b1ea77,2026-08-13T23:48:18.584976+00:00,ORIG-16630,RCVR-95477,175.09,Northstar Services,Avery Johnson,OH,CO,877,Direct deposit,PPD,Online banking,0
5c6be79e-ea5d-442a-811b-16986e0b4af3,2026-08-20T15:46:18.584976+00:00,ORIG-47388,RCVR-65444,242.25,Summit Health,Brightline Supply,IL,NY,241,Tax payment,WEB,API,0
4b206210-e9ea-4580-9b5b-16bdd03e77e1,2026-07-23T07:24:18.584976+00:00,ORIG-75909,RCVR-79615,148.68,Pine Valley Foods,Avery Johnson,TX,NY,2767,Vendor payment,CCD,Online banking,0
7640d12e-ff98-4362-955e-01e476c7f558,2026-06-30T00:00:18.584976+00:00,ORIG-91183,RCVR-20745,814.75,Summit Health,Cedar Utilities,TX,CA,2935,Bill payment,PPD,Online banking,0
5b5671db-1fb0-4a48-a41b-4c1c78cd069f,2026-08-08T22:34:18.584976+00:00,ORIG-51441,RCVR-19508,576.35,Northstar Services,Maple Consulting,IL,NY,411,Payroll,WEB,Online banking,0
c58b801f-f81e-4701-a996-538ec00ed7e9,2026-07-27T17:08:18.584976+00:00,ORIG-42018,RCVR-58434,338.96,Harbor Manufacturing,Brightline Supply,MA,CO,1241,Tax payment,WEB,API,0
7127e84e-3ed2-48b9-adfb-214687ef5bcb,2026-07-01T08:56:18.584976+00:00,ORIG-27601,RCVR-44664,583.66,Northstar Services,Avery Johnson,VA,CO,1156,Tax payment,PPD,File upload,0
50191466-7b1a-49b9-85e3-80f993340072,2026-08-02T07:43:18.584976+00:00,ORIG-74032,RCVR-42914,1110.37,Northstar Services,Avery Johnson,IL,OH,182,Payroll,CCD,File upload,0
12ccc4cf-c00a-41ce-9296-3032902ba311,2026-06-23T20:41:18.584976+00:00,ORIG-67912,RCVR-82309,538.52,Summit Health,Avery Johnson,FL,WA,149,Bill payment,WEB,API,0
024b08b2-058b-46ad-b354-eddcae65229a,2026-07-12T17:35:18.584976+00:00,ORIG-15229,RCVR-56898,562.46,Pine Valley Foods,Brightline Supply,IL,MA,2295,Direct deposit,WEB,File upload,0
19e325ff-a77f-4ed9-a63b-f4b31c475b4c,2026-07-30T07:19:18.584976+00:00,ORIG-13248,RCVR-33509,695.98,Harbor Manufacturing,Maple Consulting,FL,NC,3227,Payroll,CCD,File upload,0
4c0e90c1-3e87-496a-b5f5-ea74d5d015c0,2026-07-09T00:14:18.584976+00:00,ORIG-50001,RCVR-39831,568.1,Pine Valley Foods,Avery Johnson,NY,MA,1143,Payroll,CCD,Online banking,0
421f78ba-06ae-46a4-a030-ac5b7087723d,2026-07-05T11:40:18.584976+00:00,ORIG-13617,RCVR-25118,159.23,Harbor Manufacturing,Brightline Supply,OH,MA,1789,Tax payment,WEB,Online banking,0
85bdc703-3d98-4b45-a1e7-513aaa8822f4,2026-06-29T08:54:18.584976+00:00,ORIG-67154,RCVR-10221,71.59,Pine Valley Foods,Cedar Utilities,CA,WA,1354,Tax payment,CCD,API,0
8e843a25-afb5-4fbf-8f6c-45b691546e85,2026-08-09T12:14:18.584976+00:00,ORIG-50538,RCVR-97410,337.55,Summit Health,Cedar Utilities,IL,OH,523,Vendor payment,CCD,API,0
6b3e41bc-a473-4505-bc8b-efa6834b6e22,2026-07-17T08:13:18.584976+00:00,ORIG-84593,RCVR-49446,293.1,Summit Health,Avery Johnson,FL,TX,3220,Tax payment,WEB,API,0
68374f1a-0d2f-4887-ac82-a638dd76c577,2026-07-09T12:42:18.584976+00:00,ORIG-77000,RCVR-72021,176.34,Pine Valley Foods,Avery Johnson,VA,GA,2538,Bill payment,PPD,File upload,0
3d0992c4-df64-4830-b541-e9a351006892,2026-07-30T11:24:18.584976+00:00,ORIG-29313,RCVR-13201,760.78,Northstar Services,Brightline Supply,GA,GA,3631,Tax payment,PPD,File upload,0
0ca0e404-9c21-47ef-91a2-cc7b7e6f9d02,2026-07-16T21:40:18.584976+00:00,ORIG-95990,RCVR-10726,63.64,Northstar Services,Maple Consulting,GA,FL,2852,Tax payment,CCD,Online banking,0
289663d5-b348-45e0-bcdd-f880d0cfe5dc,2026-07-29T04:06:18.584976+00:00,ORIG-27477,RCVR-70901,676.08,Harbor Manufacturing,Maple Consulting,CO,NY,2069,Direct deposit,WEB,Online banking,0
b9cafd2e-be7b-478f-a918-e92cc2b26c5e,2026-08-06T08:47:18.584976+00:00,ORIG-43972,RCVR-42406,505.13,Harbor Manufacturing,Maple Consulting,NY,NY,319,Bill payment,PPD,Online banking,0
7ba9061a-d5b5-406d-9305-c3b82c0eb914,2026-07-22T18:04:18.584976+00:00,ORIG-29769,RCVR-40311,535.83,Summit Health,Brightline Supply,CO,FL,1671,Bill payment,WEB,API,0
0a2b5bae-fcc7-40f0-b771-efc9e2cef3c8,2026-08-15T04:27:18.584976+00:00,ORIG-86556,RCVR-12560,151.3,Summit Health,Maple Consulting,NC,NC,3088,Direct deposit,CCD,API,0
7087d9f4-e88c-4918-ab51-e7098ed65c23,2026-07-02T03:26:18.584976+00:00,ORIG-38760,RCVR-45774,161.94,Summit Health,Maple Consulting,GA,NY,2783,Direct deposit,WEB,Online banking,0
62ce8fa0-0996-4123-b27c-13c17702a99c,2026-07-09T07:27:18.584976+00:00,ORIG-13534,RCVR-61645,498.95,Northstar Services,Avery Johnson,TX,OH,1893,Vendor payment,PPD,Online banking,0
86338a7c-6d09-4762-a209-fad469b6f409,2026-07-22T01:22:18.584976+00:00,ORIG-59692,RCVR-46471,910.06,Summit Health,Cedar Utilities,MA,MA,3070,Tax payment,PPD,Branch initiated,0
3de9cfb3-08fd-4453-bdc6-d0071fdea15f,2026-07-19T23:58:18.584976+00:00,ORIG-15276,RCVR-14067,1277.49,Pine Valley Foods,Brightline Supply,CO,VA,979,Vendor payment,CCD,API,0
b7968dc7-a06a-425d-ab5c-ddea4a3025ec,2026-06-30T12:28:18.584976+00:00,ORIG-43586,RCVR-58351,618.57,Pine Valley Foods,Avery Johnson,NY,WA,1276,Payroll,WEB,Online banking,0
ec5537a6-7965-4033-b6cd-34009ce36631,2026-07-23T11:00:18.584976+00:00,ORIG-35995,RCVR-19961,580.14,Pine Valley Foods,Avery Johnson,NC,NC,2804,Tax payment,PPD,File upload,0
ae40c935-9c69-4c40-8c9e-83a7e367b612,2026-06-30T08:11:18.584976+00:00,ORIG-66148,RCVR-96706,408.15,Harbor Manufacturing,Avery Johnson,MA,OH,3481,Direct deposit,CCD,Online banking,0
3c992620-8759-4210-9f18-bbacf3d05ca3,2026-07-18T21:16:18.584976+00:00,ORIG-30052,RCVR-67080,2579.52,Pine Valley Foods,Cedar Utilities,NY,WA,3174,Direct deposit,CCD,Online banking,0
c8cff4a2-b037-4890-8a0b-6f2b9431ba2f,2026-06-27T22:12:18.584976+00:00,ORIG-46559,RCVR-69087,528.93,Pine Valley Foods,Maple Consulting,GA,CO,1379,Payroll,CCD,File upload,0
95a6a457-1cd9-4133-a790-a0d1a595445a,2026-08-04T07:14:18.584976+00:00,ORIG-54608,RCVR-46655,414.24,Harbor Manufacturing,Avery Johnson,MA,IL,990,Direct deposit,CCD,API,0
4ba9d2db-bbb8-4892-90e9-cf4a18f20fa2,2026-07-29T23:29:18.584976+00:00,ORIG-74332,RCVR-68743,258.66,Northstar Services,Avery Johnson,VA,WA,998,Bill payment,WEB,API,0
8ca57b2c-7e40-4a53-a0a5-c33f7ad68fec,2026-07-08T18:37:18.584976+00:00,ORIG-82140,RCVR-53357,272.13,Harbor Manufacturing,Maple Consulting,MA,NC,496,Vendor payment,CCD,Online banking,0
3152e1d4-0e85-4eda-af79-d27671d8455f,2026-07-03T01:52:18.584976+00:00,ORIG-35105,RCVR-38361,421.66,Summit Health,Cedar Utilities,WA,FL,413,Vendor payment,CCD,Online banking,0
ed791b92-7345-447a-96c6-4e0da1cecaeb,2026-08-04T12:29:18.584976+00:00,ORIG-26591,RCVR-45954,506.18,Northstar Services,Avery Johnson,WA,OH,519,Direct deposit,PPD,File upload,0
6cda5a59-d5b2-451a-9d54-3c46f033d836,2026-06-29T14:25:18.584976+00:00,ORIG-54657,RCVR-34164,1195.82,Northstar Services,Cedar Utilities,NY,NY,3369,Payroll,CCD,API,0
88ac187b-44dd-4020-93f7-6f2b9990deb8,2026-06-29T07:57:18.584976+00:00,ORIG-29555,RCVR-83772,957.44,Harbor Manufacturing,Avery Johnson,CA,FL,3240,Tax payment,PPD,File upload,0
bbca57eb-4e58-464e-9db4-6dfbe75927ff,2026-07-17T05:32:18.584976+00:00,ORIG-87139,RCVR-66207,694.17,Harbor Manufacturing,Avery Johnson,NY,IL,3126,Vendor payment,WEB,Online banking,0
a069de8c-2a7a-478c-a050-717e5fb79ed5,2026-08-13T11:07:18.584976+00:00,ORIG-19838,RCVR-30517,344.89,Northstar Services,Maple Consulting,FL,OH,1194,Payroll,PPD,Online banking,0
d968be61-dc80-42d2-8b27-17c3aeabd9b6,2026-07-26T02:52:18.584976+00:00,ORIG-40595,RCVR-44675,212.86,Pine Valley Foods,Maple Consulting,NY,CO,612,Bill payment,PPD,Online banking,0
51d21565-763b-4d74-8a2f-8037f70d038a,2026-08-05T18:01:18.584976+00:00,ORIG-84607,RCVR-47828,380.74,Summit Health,Avery Johnson,TX,WA,1650,Bill payment,WEB,API,0
6949884a-5e1c-4653-bcc5-c0faeabc0cd6,2026-07-12T00:11:18.584976+00:00,ORIG-52247,RCVR-89129,1116.06,Harbor Manufacturing,Avery Johnson,CA,NC,86,Bill payment,WEB,Online banking,0
c93f895b-c9fe-45fb-88b1-40b0476ad0fb,2026-08-04T21:46:18.584976+00:00,ORIG-46458,RCVR-33788,1259.81,Summit Health,Maple Consulting,VA,NY,1674,Bill payment,CCD,API,0
69e29712-f1fc-43c0-be71-dc2330651279,2026-08-06T05:09:18.584976+00:00,ORIG-47777,RCVR-96846,370.63,Summit Health,Avery Johnson,WA,NY,1326,Payroll,CCD,File upload,0
1fdcdfb7-3ff0-401f-a643-e52e093f6f8f,2026-08-20T17:58:18.584976+00:00,ORIG-64165,RCVR-17104,552.59,Pine Valley Foods,Cedar Utilities,OH,NY,1812,Payroll,PPD,Online banking,0
7d83ed13-3f06-4730-9d1a-425894e730b1,2026-08-08T22:16:18.584976+00:00,ORIG-73532,RCVR-25915,596.82,Northstar Services,Brightline Supply,NY,WA,58,Tax payment,CCD,Online banking,0
ebd28be4-e26c-44f9-b172-73a5f9a450d1,2026-08-10T12:37:18.584976+00:00,ORIG-30181,RCVR-75323,326.98,Harbor Manufacturing,Cedar Utilities,CO,VA,1936,Vendor payment,CCD,API,0
34522c09-3b78-487b-a313-4fffee699eb6,2026-07-16T22:31:18.584976+00:00,ORIG-27892,RCVR-19150,152.85,Harbor Manufacturing,Maple Consulting,TX,OH,1096,Payroll,CCD,File upload,0
38c2b177-6605-466a-9c3a-381782fa75ac,2026-06-28T10:17:18.584976+00:00,ORIG-29476,RCVR-68529,162.52,Summit Health,Cedar Utilities,VA,NY,1547,Direct deposit,CCD,File upload,0
88b7b8fd-9a3e-47eb-a7b6-2e94bbd82f21,2026-07-30T02:48:18.584976+00:00,ORIG-15720,RCVR-51704,260.91,Summit Health,Maple Consulting,GA,NC,3363,Vendor payment,CCD,Branch initiated,0
8cbb1693-2c96-408e-a3d9-e8e3bc7f521f,2026-08-09T08:41:18.584976+00:00,ORIG-23154,RCVR-67711,180.82,Northstar Services,Maple Consulting,TX,MA,1630,Payroll,CCD,File upload,0
ff593cd7-1f02-48b6-baee-e24020ddd6c6,2026-07-03T06:46:18.584976+00:00,ORIG-73956,RCVR-80912,136.83,Northstar Services,Avery Johnson,MA,VA,1179,Vendor payment,WEB,Online banking,0
7e9bb29f-14b9-4627-8b3f-04c3288d0ed3,2026-08-11T21:25:18.584976+00:00,ORIG-68153,RCVR-31805,263.68,Harbor Manufacturing,Avery Johnson,WA,CO,598,Vendor payment,WEB,Online banking,0
c3adc09c-a1f7-4716-a4aa-26a9242acd63,2026-08-04T11:08:18.584976+00:00,ORIG-60140,RCVR-91226,377.28,Pine Valley Foods,Maple Consulting,CO,TX,1047,Payroll,CCD,Branch initiated,0
31f2051e-b211-499f-9f27-c5bcca029068,2026-07-02T02:25:18.584976+00:00,ORIG-87014,RCVR-49210,372.57,Summit Health,Cedar Utilities,NY,MA,1577,Direct deposit,PPD,Online banking,0
1da40a95-1a6d-4fe7-b358-9f3348d2b44c,2026-06-29T19:05:18.584976+00:00,ORIG-48696,RCVR-12875,639.59,Summit Health,Cedar Utilities,IL,WA,3286,Bill payment,PPD,API,0
72f0f18d-fa47-4185-965b-2ba570f40848,2026-06-25T08:07:18.584976+00:00,ORIG-99241,RCVR-27927,259.92,Northstar Services,Avery Johnson,WA,VA,2375,Bill payment,WEB,Online banking,0
61a1b804-86df-4a42-a12e-bea2a0d39a05,2026-07-24T23:48:18.584976+00:00,ORIG-36318,RCVR-27322,714.98,Harbor Manufacturing,Cedar Utilities,NC,FL,3379,Direct deposit,CCD,File upload,0
2cffc8fb-7f65-4c37-9e44-ea0852af4bef,2026-07-21T00:32:18.584976+00:00,ORIG-28449,RCVR-39571,168.9,Summit Health,Cedar Utilities,NY,CO,1085,Tax payment,PPD,API,0
c1739450-346d-4b0d-9a3c-96a60b578328,2026-07-27T23:46:18.584976+00:00,ORIG-24201,RCVR-98452,1024.88,Pine Valley Foods,Maple Consulting,VA,MA,908,Payroll,WEB,File upload,0
e5f91b47-735b-4c27-8f5a-c40d669d92fd,2026-07-24T08:20:18.584976+00:00,ORIG-15943,RCVR-14877,211.56,Harbor Manufacturing,Maple Consulting,CO,FL,2203,Vendor payment,CCD,API,0
280dcbbc-3d19-4361-948d-07a9a88a94e9,2026-07-02T16:24:18.584976+00:00,ORIG-30253,RCVR-64379,4635.62,Northstar Services,Maple Consulting,WA,WA,1147,Payroll,WEB,Online banking,0
d08f250e-d0d4-45f6-9597-31603ed97526,2026-07-11T11:53:18.584976+00:00,ORIG-23022,RCVR-99873,184.78,Harbor Manufacturing,Cedar Utilities,GA,MA,502,Direct deposit,PPD,API,0
c0f29a95-7b57-4938-9478-66cf5f1847db,2026-06-23T10:39:18.584976+00:00,ORIG-53713,RCVR-41925,249.49,Pine Valley Foods,Brightline Supply,CA,CA,3564,Vendor payment,CCD,File upload,0
be8dfca9-c06a-4438-883e-355f6fef1f67,2026-06-27T14:32:18.584976+00:00,ORIG-80807,RCVR-42853,1728.92,Pine Valley Foods,Avery Johnson,FL,FL,4,Bill payment,CCD,API,1
bd821429-8bc3-478d-8d77-b26b77c503db,2026-08-19T10:00:18.584976+00:00,ORIG-65176,RCVR-78955,351.54,Northstar Services,Avery Johnson,CA,FL,2104,Tax payment,PPD,API,0
d53b82dd-35cd-4ee5-b3bd-52a2b34189ef,2026-07-31T16:30:18.584976+00:00,ORIG-96363,RCVR-78347,488.02,Harbor Manufacturing,Maple Consulting,CA,WA,1963,Direct deposit,CCD,API,0
d96f886a-dc6c-45a3-94aa-73ebf7967c92,2026-07-07T05:28:18.584976+00:00,ORIG-20589,RCVR-52219,112.14,Pine Valley Foods,Avery Johnson,NY,CO,2399,Tax payment,WEB,Online banking,0
655d02ea-ff9d-401e-b1ec-628827b188fd,2026-06-27T11:27:18.584976+00:00,ORIG-89354,RCVR-66387,1480.77,Northstar Services,Avery Johnson,NY,OH,3151,Tax payment,WEB,File upload,0
0eacc4ba-6a16-48a7-91c9-5c52a2c8c605,2026-07-12T16:58:18.584976+00:00,ORIG-54424,RCVR-69441,620.02,Summit Health,Maple Consulting,GA,NC,1282,Bill payment,CCD,Branch initiated,0
1db61ba6-0511-4eec-809e-5a39ddba17f2,2026-07-08T16:25:18.584976+00:00,ORIG-66606,RCVR-22656,480.77,Harbor Manufacturing,Brightline Supply,CO,CO,2302,Tax payment,CCD,API,0
c2aa4bd4-58a4-491d-8e6e-8c673f2b3064,2026-07-14T11:03:18.584976+00:00,ORIG-16743,RCVR-47700,143.25,Harbor Manufacturing,Cedar Utilities,VA,NC,635,Direct deposit,PPD,File upload,0
d823e494-5fbf-4c6c-a333-8b8832fb8b7a,2026-07-19T23:38:18.584976+00:00,ORIG-46512,RCVR-85248,1164.72,Pine Valley Foods,Maple Consulting,MA,CO,2634,Tax payment,PPD,API,0
6f9385db-4b08-442f-8386-c5345cc44a73,2026-06-21T23:25:18.584976+00:00,ORIG-33647,RCVR-45818,319.21,Harbor Manufacturing,Cedar Utilities,IL,CA,588,Tax payment,WEB,Online banking,0
77b605ea-9870-49fa-a8d0-9986127d8b7d,2026-08-07T22:33:18.584976+00:00,ORIG-79531,RCVR-38197,375.86,Summit Health,Maple Consulting,CA,CO,1278,Bill payment,WEB,API,0
6bb083f4-d9b0-4dc0-8b8c-b80cba04924a,2026-08-16T01:33:18.584976+00:00,ORIG-98338,RCVR-20693,604.92,Harbor Manufacturing,Maple Consulting,TX,CA,1812,Direct deposit,CCD,Online banking,0
21844375-7789-45ec-b6b7-6c01123138f5,2026-07-05T05:14:18.584976+00:00,ORIG-47125,RCVR-98895,153.37,Summit Health,Cedar Utilities,NC,CO,2456,Payroll,PPD,Online banking,0
f33b58b2-2888-4a2f-9620-dd389fc66556,2026-08-01T15:02:18.584976+00:00,ORIG-53007,RCVR-25726,593.22,Northstar Services,Maple Consulting,IL,IL,1559,Tax payment,WEB,Online banking,0
575894bc-77a0-486b-9375-438c366584f5,2026-06-30T23:55:18.584976+00:00,ORIG-62044,RCVR-15544,381.4,Summit Health,Avery Johnson,MA,CO,1284,Tax payment,CCD,API,0
9cb0d8d2-79f7-4665-8734-13dc601939c7,2026-06-23T14:04:18.584976+00:00,ORIG-12733,RCVR-52568,180.67,Pine Valley Foods,Maple Consulting,CO,NC,2148,Payroll,CCD,File upload,0
080827dc-863b-4262-a036-cdc344352aa6,2026-07-20T22:48:18.584976+00:00,ORIG-76910,RCVR-92998,900.31,Northstar Services,Brightline Supply,FL,CO,2981,Vendor payment,PPD,Online banking,0
17d35caf-4202-402f-842f-6bdd3020b7ca,2026-07-28T13:18:18.584976+00:00,ORIG-95918,RCVR-19876,362.74,Pine Valley Foods,Maple Consulting,TX,FL,2375,Direct deposit,WEB,Branch initiated,0
7ba827b1-5997-47fd-aab5-9814668d4235,2026-06-30T11:19:18.584976+00:00,ORIG-92210,RCVR-51436,149.03,Pine Valley Foods,Maple Consulting,TX,MA,1242,Bill payment,WEB,Online banking,0
49281cb1-a763-419a-bea2-abf56f83f9ec,2026-07-05T16:11:18.584976+00:00,ORIG-14929,RCVR-17456,1322.65,Harbor Manufacturing,Cedar Utilities,NY,NY,2078,Direct deposit,CCD,API,0
1123c8ac-d1de-40b7-ad1d-17abc3a7c923,2026-08-17T02:52:18.584976+00:00,ORIG-34672,RCVR-52143,1178.26,Summit Health,Brightline Supply,TX,VA,3323,Bill payment,WEB,Online banking,0
5fae854e-2fae-49d3-8baa-df2fb1c68304,2026-06-23T00:59:18.584976+00:00,ORIG-67377,RCVR-67595,321.14,Pine Valley Foods,Cedar Utilities,GA,WA,1676,Bill payment,WEB,API,0
be2e88ec-4db2-4398-817b-9abaf656e9e4,2026-06-24T10:17:18.584976+00:00,ORIG-22387,RCVR-83133,198.36,Summit Health,Cedar Utilities,CO,MA,2714,Direct deposit,PPD,API,0
9ad30ce2-4f44-4041-a7e2-3160285ba4e3,2026-08-13T03:24:18.584976+00:00,ORIG-53054,RCVR-26750,407.94,Northstar Services,Maple Consulting,NC,VA,1267,Vendor payment,PPD,Online banking,0
16576252-22f8-49f4-ab19-f37a9eda9819,2026-07-07T14:12:18.584976+00:00,ORIG-20114,RCVR-48770,2176.66,Northstar Services,Avery Johnson,FL,FL,2533,Vendor payment,WEB,Online banking,0
f5d18a99-ed35-463c-a37b-b0caa16f89e8,2026-08-06T02:02:18.584976+00:00,ORIG-31697,RCVR-67366,216.45,Northstar Services,Maple Consulting,WA,TX,1821,Tax payment,CCD,File upload,0
64285df8-0017-41a5-8901-69ea439ebb0a,2026-07-10T23:47:18.584976+00:00,ORIG-71474,RCVR-35430,376.66,Harbor Manufacturing,Maple Consulting,GA,IL,1566,Tax payment,WEB,Online banking,0
d1fb9545-b412-4708-b5a9-ff9ba16fd391,2026-08-06T02:27:18.584976+00:00,ORIG-42768,RCVR-16839,436.24,Summit Health,Cedar Utilities,TX,FL,3466,Tax payment,PPD,Online banking,0
83fea279-f6e6-4009-b18d-8e65f2c7074d,2026-08-06T06:16:18.584976+00:00,ORIG-67340,RCVR-22021,336.49,Pine Valley Foods,Maple Consulting,OH,FL,1533,Vendor payment,CCD,Branch initiated,0
908a40ed-2b91-45a8-b08b-2fa3ba27e3db,2026-07-17T17:28:18.584976+00:00,ORIG-95191,RCVR-53947,327.06,Pine Valley Foods,Brightline Supply,MA,CO,3110,Direct deposit,CCD,API,0
412c3b96-2c63-4623-812d-6bb4075389b9,2026-08-13T15:24:18.584976+00:00,ORIG-81932,RCVR-89807,2343.31,Summit Health,Avery Johnson,GA,FL,32,Payroll,CCD,API,1
cb1634d3-c845-46b3-b31b-75f337bbf23e,2026-06-25T03:55:18.584976+00:00,ORIG-88215,RCVR-80261,599.89,Northstar Services,Brightline Supply,CO,NY,8,Tax payment,CCD,Online banking,0
9f008d3c-cedc-495c-8b6b-4317b3aa6369,2026-07-13T22:28:18.584976+00:00,ORIG-78614,RCVR-57265,309.2,Northstar Services,Avery Johnson,VA,CO,2605,Direct deposit,CCD,Online banking,0
8701b5e7-0c33-42ef-bde7-bf21de30cdcf,2026-08-19T09:00:18.584976+00:00,ORIG-41604,RCVR-96127,194.76,Northstar Services,Cedar Utilities,CO,MA,1388,Vendor payment,WEB,API,0
398436d4-8eb5-4760-8701-38d57bb9bab1,2026-07-08T07:06:18.584976+00:00,ORIG-69988,RCVR-14847,2489.12,Harbor Manufacturing,Brightline Supply,FL,CO,2226,Direct deposit,CCD,Online banking,0
c8bd2580-cfa0-4d51-b848-9a823ad08b4d,2026-06-22T23:18:18.584976+00:00,ORIG-95948,RCVR-53506,799.54,Harbor Manufacturing,Avery Johnson,MA,CA,1640,Direct deposit,CCD,Online banking,0
ce0e25bf-f949-4d64-ba36-0307f55e31b4,2026-08-03T20:22:18.584976+00:00,ORIG-78062,RCVR-44959,103.26,Northstar Services,Maple Consulting,NY,MA,3370,Vendor payment,WEB,Online banking,0
fd79a364-cd2b-4bfa-8673-3ae46b3b2b09,2026-08-11T12:21:18.584976+00:00,ORIG-50173,RCVR-68447,587.88,Summit Health,Brightline Supply,VA,IL,175,Bill payment,WEB,Branch initiated,0
6a857039-aac0-4b6b-8265-a4e44f6e83c7,2026-07-26T20:42:18.584976+00:00,ORIG-97973,RCVR-93560,431.52,Summit Health,Cedar Utilities,CA,CO,657,Payroll,PPD,File upload,0
3d2b9662-a630-4bdc-884b-4395b4fd8246,2026-07-11T23:16:18.584976+00:00,ORIG-94562,RCVR-58015,506.37,Harbor Manufacturing,Maple Consulting,CO,GA,95,Bill payment,TEL,File upload,1
7631394e-68e0-42aa-ae2d-701b04c3c7d2,2026-06-29T14:43:18.584976+00:00,ORIG-51207,RCVR-95139,174.58,Harbor Manufacturing,Brightline Supply,MA,NC,2302,Payroll,CCD,File upload,0
ad83c97d-04ae-4a68-9ecf-96b7ae3acb44,2026-07-11T05:35:18.584976+00:00,ORIG-74382,RCVR-36237,923.77,Northstar Services,Brightline Supply,TX,IL,2923,Direct deposit,PPD,File upload,0
47b5bb92-a642-451f-af91-d3dbba70f290,2026-07-22T18:19:18.584976+00:00,ORIG-82089,RCVR-81063,1936.58,Harbor Manufacturing,Cedar Utilities,WA,CO,2870,Vendor payment,CCD,API,0
3f484873-4f7a-4dda-80ae-f15d8f70698f,2026-08-09T19:21:18.584976+00:00,ORIG-74752,RCVR-13445,34.17,Harbor Manufacturing,Cedar Utilities,FL,GA,533,Tax payment,PPD,Online banking,0
a59ecff9-981b-4e33-8396-1e3e55303a65,2026-07-15T14:41:18.584976+00:00,ORIG-78903,RCVR-63843,199.17,Summit Health,Avery Johnson,WA,NY,305,Direct deposit,CCD,API,0
